0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
4.788e-02 2.000e+02 8.163e+01 5.787e+01 4.806e+01 3.180e+01
1.490e-01 2.000e+02 8.238e+01 9.527e+01 4.839e+01 3.151e+01
2.509e-01 2.000e+02 8.062e+01 1.022e+02 4.876e+01 3.232e+01
3.507e-01 6.924e+01 8.040e+01 2.000e+02 4.860e+01 3.283e+01
4.444e-01 9.473e+01 8.184e+01 8.294e+01 6.134e+01 3.308e+01
5.453e-01 2.000e+02 7.953e+01 6.994e+01 4.563e+01 3.333e+01
6.475e-01 2.000e+02 7.972e+01 8.620e+01 4.565e+01 3.386e+01
7.479e-01 2.000e+02 7.855e+01 8.535e+01 4.384e+01 3.437e+01
8.481e-01 2.000e+02 7.818e+01 8.282e+01 4.409e+01 3.461e+01
9.476e-01 2.000e+02 7.739e+01 7.400e+01 4.503e+01 3.461e+01
1.063e+00 2.000e+02 7.614e+01 2.000e+02 4.466e+01 3.713e+01
1.164e+00 6.975e+01 7.442e+01 2.000e+02 7.278e+01 3.759e+01
1.273e+00 1.925e+02 7.461e+01 2.000e+02 7.189e+01 3.921e+01
1.373e+00 2.000e+02 7.783e+01 3.907e+01 7.320e+01 3.858e+01
1.487e+00 2.000e+02 2.000e+02 3.818e+01 4.875e+01 3.649e+01
1.600e+00 2.000e+02 2.000e+02 3.477e+01 4.724e+01 3.409e+01
1.697e+00 2.000e+02 8.335e+01 3.477e+01 4.730e+01 3.257e+01
1.816e+00 2.000e+02 7.940e+01 7.617e+01 -2.825e+13 4.200e+01
1.900e+00 7.889e+01 7.701e+01 6.960e+01 4.447e+01 3.508e+01
2.000e+00 2.000e+02 7.419e+01 6.440e+01 7.328e+01 3.651e+01
2.113e+00 2.000e+02 7.053e+01 6.091e+01 6.992e+01 3.970e+01
2.226e+00 2.000e+02 6.745e+01 4.899e+01 6.736e+01 4.278e+01
2.343e+00 2.000e+02 6.391e+01 2.000e+02 4.891e+01 4.669e+01
2.467e+00 2.000e+02 5.006e+01 2.000e+02 5.979e+01 5.186e+01
2.585e+00 2.000e+02 5.369e+01 2.000e+02 5.515e+01 5.617e+01
2.706e+00 2.000e+02 3.718e+01 2.000e+02 5.076e+01 5.958e+01
2.820e+00 2.000e+02 5.034e+01 2.000e+02 4.876e+01 6.057e+01
2.934e+00 2.000e+02 5.185e+01 2.000e+02 4.906e+01 6.042e+01
3.035e+00 2.000e+02 5.484e+01 6.453e+01 4.974e+01 5.914e+01
3.151e+00 2.000e+02 2.000e+02 5.995e+01 5.280e+01 5.687e+01
3.267e+00 2.000e+02 2.000e+02 5.592e+01 5.516e+01 5.506e+01
3.378e+00 2.000e+02 2.000e+02 5.508e+01 5.629e+01 5.355e+01
3.477e+00 9.900e+01 -2.825e+13 3.071e+01 5.500e+01 5.340e+01
3.557e+00 7.761e+01 5.118e+01 5.605e+00 5.369e+01 4.650e+01
3.662e+00 2.000e+02 4.403e+01 1.169e+02 5.128e+01 5.925e+01
3.778e+00 2.000e+02 4.813e+01 -2.825e+13 4.858e+01 5.985e+01
3.881e+00 1.796e+02 4.303e+01 7.972e+01 4.569e+01 2.000e+02
3.975e+00 1.721e+02 4.167e+01 1.558e+02 4.283e+01 6.742e+01
4.069e+00 1.668e+02 3.630e+01 1.657e+02 4.123e+01 7.117e+01
4.163e+00 1.607e+02 3.416e+01 1.596e+02 3.803e+01 7.355e+01
4.242e+00 4.701e+01 2.356e+01 6.581e+01 3.455e+01 5.536e+01
4.332e+00 1.486e+02 3.350e+01 1.086e+02 3.198e+01 7.608e+01
4.435e+00 1.422e+02 4.422e+01 1.000e+02 1.409e+01 7.688e+01
4.529e+00 1.357e+02 1.321e+02 9.510e+01 3.501e+01 7.712e+01
4.619e+00 9.025e+01 5.477e+01 4.192e+01 1.505e+02 7.677e+01
4.728e+00 1.243e+02 2.000e+02 8.050e+01 1.264e+02 7.396e+01
4.828e+00 1.164e+02 1.348e+02 8.242e+01 1.510e+02 7.616e+01
4.928e+00 1.084e+02 1.314e+02 7.894e+01 1.792e+02 7.731e+01
5.020e+00 1.024e+02 5.908e+01 5.821e+01 1.333e+02 7.812e+01
5.108e+00 9.648e+01 5.501e+01 5.853e+00 1.753e+02 5.520e+01
5.199e+00 9.137e+01 1.235e+02 7.419e+01 5.565e+01 7.350e+01
5.296e+00 8.635e+01 1.149e+02 7.395e+01 1.706e+02 7.178e+01
5.406e+00 8.191e+01 1.626e+02 7.486e+01 2.000e+02 7.139e+01
5.511e+00 2.000e+02 3.856e+01 7.296e+01 2.000e+02 6.865e+01
5.624e+00 1.557e+02 1.501e+02 6.927e+01 2.000e+02 7.359e+01
5.736e+00 1.467e+02 1.438e+02 6.583e+01 2.000e+02 7.395e+01
5.847e+00 1.393e+02 1.376e+02 6.192e+01 2.000e+02 6.351e+01
5.968e+00 1.353e+02 2.000e+02 6.009e+01 2.000e+02 6.014e+01
6.088e+00 1.224e+02 2.000e+02 6.013e+01 2.000e+02 5.869e+01
6.208e+00 1.144e+02 2.000e+02 6.317e+01 2.000e+02 5.826e+01
6.329e+00 1.067e+02 2.000e+02 8.856e+01 2.000e+02 5.971e+01
6.451e+00 9.975e+01 2.000e+02 8.576e+01 2.000e+02 6.297e+01
6.549e+00 5.024e+01 4.381e+01 2.732e+01 2.000e+02 6.650e+01
6.653e+00 9.018e+01 2.000e+02 8.576e+01 1.273e+02 5.273e+01
6.760e+00 8.684e+01 2.000e+02 8.244e+01 6.736e+01 7.820e+01
6.879e+00 5.947e+01 2.000e+02 7.808e+01 2.000e+02 8.236e+01
6.999e+00 2.000e+02 2.000e+02 7.480e+01 1.858e+02 7.646e+01
7.115e+00 2.000e+02 1.571e+02 7.260e+01 1.867e+02 7.312e+01
7.232e+00 2.000e+02 2.000e+02 7.223e+01 9.484e+01 6.673e+01
7.351e+00 2.000e+02 2.000e+02 7.314e+01 6.685e+01 7.028e+01
7.466e+00 2.000e+02 2.000e+02 7.651e+01 7.216e+01 4.865e+01
7.583e+00 2.000e+02 6.423e+01 2.000e+02 8.169e+01 4.246e+01
7.700e+00 2.000e+02 3.528e+01 2.000e+02 5.976e+01 7.675e+01
7.823e+00 2.000e+02 5.569e+01 2.000e+02 5.642e+01 5.593e+01
7.941e+00 2.000e+02 5.503e+01 2.000e+02 5.612e+01 8.169e+01
8.059e+00 2.000e+02 5.501e+01 2.000e+02 5.247e+01 8.156e+01
8.176e+00 2.000e+02 5.864e+01 2.000e+02 5.214e+01 8.176e+01
8.294e+00 2.000e+02 2.000e+02 8.448e+01 5.365e+01 8.070e+01
8.413e+00 2.000e+02 2.000e+02 8.086e+01 5.541e+01 7.908e+01
8.532e+00 2.000e+02 2.000e+02 7.813e+01 5.737e+01 7.707e+01
8.637e+00 1.206e+02 2.000e+02 6.849e+01 5.693e+01 7.556e+01
8.721e+00 6.705e+01 4.447e+01 7.884e+01 5.652e+01 7.538e+01
8.820e+00 2.000e+02 6.073e+01 4.665e+01 5.541e+01 4.380e+01
8.930e+00 2.000e+02 5.826e+01 2.000e+02 5.500e+01 6.323e+01
9.031e+00 2.000e+02 5.671e+01 1.090e+02 5.349e+01 4.482e+01
9.140e+00 2.000e+02 5.513e+01 2.000e+02 5.127e+01 5.276e+01
9.255e+00 2.000e+02 5.523e+01 1.978e+02 5.043e+01 8.203e+01
9.354e+00 2.000e+02 5.275e+01 4.687e+01 5.063e+01 4.999e+01
9.461e+00 2.000e+02 7.023e+01 8.576e+01 5.127e+01 6.294e+01
9.569e+00 2.000e+02 4.833e+01 8.325e+01 5.280e+01 6.558e+01
9.678e+00 2.000e+02 9.534e+01 2.448e+01 5.641e+01 4.875e+01
9.782e+00 2.000e+02 9.251e+01 7.634e+01 6.297e+01 7.626e+01
9.885e+00 2.000e+02 9.070e+01 7.354e+01 6.288e+01 7.445e+01
9.988e+00 2.000e+02 8.725e+01 7.123e+01 6.397e+01 7.133e+01
1.007e+01 5.308e+01 8.354e+01 7.118e+01 6.458e+01 6.990e+01
1.018e+01 2.000e+02 4.841e+01 6.220e+01 6.397e+01 6.984e+01
1.029e+01 2.000e+02 4.166e+01 3.634e+01 6.382e+01 5.847e+01
1.040e+01 2.000e+02 6.658e+01 1.187e+02 6.353e+01 7.132e+01
1.052e+01 2.000e+02 6.346e+01 2.000e+02 6.302e+01 7.340e+01
1.062e+01 6.159e+01 6.074e+01 2.000e+02 6.438e+01 7.546e+01
1.070e+01 7.131e+01 2.874e+01 9.898e+00 6.090e+01 6.339e+01
1.081e+01 1.089e+02 4.071e+01 2.000e+02 5.794e+01 2.784e+01
1.091e+01 1.030e+02 2.000e+02 1.518e+02 5.568e+01 7.915e+01
1.101e+01 9.787e+01 5.441e+01 4.134e+01 5.400e+01 2.000e+02
1.109e+01 9.032e+01 5.393e+01 6.092e+00 5.331e+01 4.912e+01
1.120e+01 8.502e+01 4.358e+01 2.000e+02 4.984e+01 7.382e+01
1.130e+01 7.843e+01 4.866e+01 1.300e+02 4.871e+01 2.000e+02
1.141e+01 7.194e+01 4.812e+01 1.257e+02 4.624e+01 2.000e+02
1.152e+01 6.005e+01 4.302e+01 2.000e+02 4.304e+01 2.000e+02
1.164e+01 6.020e+01 1.897e+02 2.000e+02 4.123e+01 2.000e+02
1.175e+01 5.481e+01 4.162e+01 2.000e+02 3.993e+01 2.000e+02
1.187e+01 4.901e+01 4.161e+01 2.000e+02 3.989e+01 2.000e+02
1.198e+01 4.463e+01 4.081e+01 2.000e+02 3.942e+01 2.000e+02
1.209e+01 4.141e+01 3.606e+01 2.000e+02 4.053e+01 2.000e+02
1.220e+01 8.448e+01 3.315e+01 2.000e+02 4.185e+01 1.348e+02
1.228e+01 6.635e+01 3.004e+01 6.293e+01 3.483e+01 1.009e+02
1.239e+01 6.917e+01 2.817e+01 2.000e+02 2.911e+01 2.000e+02
1.249e+01 6.220e+01 2.685e+01 2.000e+02 2.695e+01 1.089e+02
1.259e+01 5.676e+01 2.600e+01 2.000e+02 2.726e+01 1.093e+02
1.268e+01 5.179e+01 2.849e+01 8.599e+01 2.553e+01 1.024e+02
1.278e+01 4.821e+01 4.558e+01 2.000e+02 2.554e+01 2.000e+02
1.288e+01 4.681e+01 4.203e+01 2.000e+02 2.585e+01 1.081e+02
1.300e+01 2.000e+02 2.983e+01 2.000e+02 2.866e+01 1.068e+02
1.310e+01 2.000e+02 3.290e+01 5.469e+01 2.962e+01 1.056e+02
1.318e+01 7.702e+01 3.108e+01 2.943e+01 3.251e+01 1.045e+02
1.328e+01 2.000e+02 2.823e+01 3.401e+01 3.095e+01 5.886e+01
1.338e+01 2.000e+02 2.680e+01 5.404e+01 2.834e+01 5.603e+01
1.347e+01 6.889e+01 2.483e+01 1.171e+02 2.758e+01 8.814e+01
1.357e+01 2.000e+02 2.192e+01 1.930e+02 2.498e+01 6.493e+01
1.365e+01 6.551e+01 2.194e+01 1.026e+02 2.121e+01 8.165e+01
1.375e+01 5.809e+01 2.222e+01 2.000e+02 2.091e+01 9.781e+01
1.386e+01 2.000e+02 2.000e+02 1.401e+02 2.119e+01 9.627e+01
1.397e+01 2.000e+02 2.000e+02 5.470e+01 2.145e+01 5.355e+01
